State_name,County_name,Concat,CrimeRate,CrimeRate,LAND_AREA,Tot_Population_ACS_14_18,PopulationDensity(P/sqMi),Median_Age_ACS_14_18,Poverty%2018
Minnesota,DodgeCounty,MinnesotaDodge,21,21,439.277,20582,46.85,38.3,5%
Georgia,RabunCounty,GeorgiaRabun,21,21,369.993,16457,44.48,48.8,19%
NorthCarolina,PamlicoCounty,NorthCarolinaPamlico,21,21,336.536,12742,37.86,52.1,13%
Virginia,NelsonCounty,VirginiaNelson,21,21,470.855,14812,31.46,50.1,12%
Virginia,LunenburgCounty,VirginiaLunenburg,21,21,431.683,12278,28.44,45.5,16%
WestVirginia,GilmerCounty,WestVirginiaGilmer,21,21,338.502,8205,24.24,39.7,15%
Iowa,ChickasawCounty,IowaChickasaw,21,21,504.379,12099,23.99,44.3,7%
Arkansas,HowardCounty,ArkansasHoward,21,21,588.554,13389,22.75,38.8,19%
Iowa,CherokeeCounty,IowaCherokee,21,21,576.906,11468,19.88,46.8,9%
Kansas,BrownCounty,KansasBrown,21,21,570.874,9664,16.93,42.2,14%
Kansas,WilsonCounty,KansasWilson,21,21,570.418,8780,15.39,43.9,14%
Utah,SevierCounty,UtahSevier,21,21,1910.575,21118,11.05,35.2,13%
SouthDakota,BruleCounty,SouthDakotaBrule,21,21,817.24,5256,6.43,41,17%
Wyoming,LincolnCounty,WyomingLincoln,21,21,4076.128,19011,4.66,39.3,9%
Idaho,ClearwaterCounty,IdahoClearwater,21,21,2457.274,8640,3.52,50.2,12%
Colorado,LasAnimasCounty,ColoradoLasAnimas,21,21,4772.671,14179,2.97,46.1,17%
Colorado,MoffatCounty,ColoradoMoffat,21,21,4743.29,13060,2.75,37.8,14%
Idaho,OwyheeCounty,IdahoOwyhee,21,21,7665.51,11455,1.49,38.4,21%
Kentucky,WoodfordCounty,KentuckyWoodford,20,20,188.784,26097,138.24,42.4,14%
Kentucky,AndersonCounty,KentuckyAnderson,20,20,201.833,22214,110.06,41,14%
Kentucky,FloydCounty,KentuckyFloyd,20,20,393.345,36926,93.88,41.9,31%
Kentucky,MercerCounty,KentuckyMercer,20,20,248.797,21516,86.48,42.2,16%
Wisconsin,KewauneeCounty,WisconsinKewaunee,20,20,342.518,20360,59.44,44.2,8%
Indiana,TiptonCounty,IndianaTipton,20,20,260.542,15218,58.41,44.9,8%
Kentucky,MarionCounty,KentuckyMarion,20,20,343.007,19232,56.07,39.7,22%
NorthCarolina,PerquimansCounty,NorthCarolinaPerquimans,20,20,247.089,13459,54.47,49.6,15%
Ohio,WyandotCounty,OhioWyandot,20,20,406.865,22107,54.33,42.1,9%
Virginia,FloydCounty,VirginiaFloyd,20,20,380.421,15666,41.18,47,11%
Tennessee,JacksonCounty,TennesseeJackson,20,20,308.32,11615,37.67,46.6,19%
Georgia,TelfairCounty,GeorgiaTelfair,20,20,437.303,16115,36.85,41,22%
Alabama,BibbCounty,AlabamaBibb,20,20,622.581,22527,36.18,39.9,13%
WestVirginia,GrantCounty,WestVirginiaGrant,20,20,477.373,11641,24.39,46.2,12%
Wisconsin,TaylorCounty,WisconsinTaylor,20,20,974.876,20356,20.88,43.4,10%
Tennessee,PerryCounty,TennesseePerry,20,20,414.732,7912,19.08,43,30%
Arkansas,MontgomeryCounty,ArkansasMontgomery,20,20,779.881,8993,11.53,50,19%
Michigan,AlgerCounty,MichiganAlger,20,20,915.07,9194,10.05,49.4,10%
Texas,JackCounty,TexasJack,20,20,910.661,8842,9.71,39.7,13%
Minnesota,ClearwaterCounty,MinnesotaClearwater,20,20,998.94,8812,8.82,42.7,17%
Montana,StillwaterCounty,MontanaStillwater,20,20,1795.35,9410,5.24,46.6,6%
Maine,PiscataquisCounty,MainePiscataquis,20,20,3960.857,16887,4.26,51,19%
Kentucky,GrantCounty,KentuckyGrant,19,19,257.964,24915,96.58,36,18%
Kentucky,RowanCounty,KentuckyRowan,19,19,279.795,24499,87.56,30.4,23%
Ohio,MorrowCounty,OhioMorrow,19,19,406.079,34976,86.13,41.7,10%
Indiana,StarkeCounty,IndianaStarke,19,19,309.136,22941,74.21,41.6,14%
NewYork,YatesCounty,NewYorkYates,19,19,338.142,25009,73.96,41.3,11%
Indiana,JayCounty,IndianaJay,19,19,383.906,20993,54.68,40,17%
Wisconsin,BarronCounty,WisconsinBarron,19,19,862.711,45252,52.45,44.1,12%
Minnesota,BrownCounty,MinnesotaBrown,19,19,611.09,25211,41.26,42.1,7%
WestVirginia,SummersCounty,WestVirginiaSummers,19,19,360.459,13018,36.12,48.2,21%
Virginia,GraysonCounty,VirginiaGrayson,19,19,442.176,15811,35.76,47.7,20%
Georgia,DoolyCounty,GeorgiaDooly,19,19,391.941,13905,35.48,43.7,22%
SouthDakota,UnionCounty,SouthDakotaUnion,19,19,460.542,15177,32.95,40.6,7%
Wisconsin,CrawfordCounty,WisconsinCrawford,19,19,570.66,16288,28.54,46,12%
Minnesota,WatonwanCounty,MinnesotaWatonwan,19,19,434.947,10973,25.23,40.9,13%
Georgia,TwiggsCounty,GeorgiaTwiggs,19,19,358.398,8284,23.11,46.2,26%
Wisconsin,JacksonCounty,WisconsinJackson,19,19,987.72,20506,20.76,41.6,11%
Minnesota,RedwoodCounty,MinnesotaRedwood,19,19,878.573,15331,17.45,43.1,11%
Nebraska,HamiltonCounty,NebraskaHamilton,19,19,542.877,9178,16.91,41.5,5%
Kansas,PrattCounty,KansasPratt,19,19,735.045,9582,13.04,38.5,11%
Washington,KlickitatCounty,WashingtonKlickitat,19,19,1871.314,21396,11.43,46.6,15%
Kansas,PawneeCounty,KansasPawnee,19,19,754.263,6709,8.89,45.7,7%
Kansas,ThomasCounty,KansasThomas,19,19,1074.687,7824,7.28,36.1,11%
Michigan,OntonagonCounty,MichiganOntonagon,19,19,1311.225,5968,4.55,58.1,15%
Kentucky,GreenupCounty,KentuckyGreenup,18,18,344.397,35765,103.85,43.4,16%
Illinois,WabashCounty,IllinoisWabash,18,18,223.25,11573,51.84,43.6,12%
Virginia,AppomattoxCounty,VirginiaAppomattox,18,18,333.493,15577,46.71,42.9,13%
Minnesota,WabashaCounty,MinnesotaWabasha,18,18,522.982,21500,41.11,45.2,6%
Tennessee,HoustonCounty,TennesseeHouston,18,18,200.285,8176,40.82,43.7,15%
Wisconsin,TrempealeauCounty,WisconsinTrempealeau,18,18,732.965,29438,40.16,40.5,8%
Georgia,CrawfordCounty,GeorgiaCrawford,18,18,324.888,12344,37.99,44.4,19%
Georgia,McIntoshCounty,GeorgiaMcIntosh,18,18,424.3,14120,33.28,49.7,20%
Virginia,CumberlandCounty,VirginiaCumberland,18,18,297.461,9786,32.9,45.5,19%
Iowa,CedarCounty,IowaCedar,18,18,579.435,18445,31.83,42,6%
Missouri,CooperCounty,MissouriCooper,18,18,564.767,17622,31.2,39,11%
Illinois,MarshallCounty,IllinoisMarshall,18,18,386.787,11794,30.49,46.3,11%
Iowa,MadisonCounty,IowaMadison,18,18,561.004,15890,28.32,40.1,7%
Iowa,LouisaCounty,IowaLouisa,18,18,401.766,11223,27.93,41.2,11%
Arkansas,LittleRiverCounty,ArkansasLittleRiver,18,18,532.253,12417,23.33,42.6,15%
Georgia,RandolphCounty,GeorgiaRandolph,18,18,428.237,7087,16.55,40,36%
Florida,LafayetteCounty,FloridaLafayette,18,18,543.411,8744,16.09,39.1,17%
Texas,LeonCounty,TexasLeon,18,18,1073.152,17098,15.93,45,17%
Missouri,OregonCounty,MissouriOregon,18,18,789.796,10699,13.55,46.8,23%
Kansas,AndersonCounty,KansasAnderson,18,18,579.645,7852,13.55,41.5,14%
Texas,StephensCounty,TexasStephens,18,18,896.718,9372,10.45,38.6,21%
Texas,RunnelsCounty,TexasRunnels,18,18,1050.944,10310,9.81,40.8,14%
Texas,ZavalaCounty,TexasZavala,18,18,1297.406,12131,9.35,32.9,34%
Minnesota,AitkinCounty,MinnesotaAitkin,18,18,1821.661,15834,8.69,55.1,13%
Colorado,ParkCounty,ColoradoPark,18,18,2193.846,17392,7.93,50.6,5%
Utah,EmeryCounty,UtahEmery,18,18,4462.315,10248,2.3,35.4,13%
Massachusetts,NantucketCounty,MassachusettsNantucket,17,17,44.97,11101,246.85,40.1,9%
Kentucky,JohnsonCounty,KentuckyJohnson,17,17,261.953,22843,87.2,41.8,22%
Georgia,PikeCounty,GeorgiaPike,17,17,216.086,18082,83.68,40.7,13%
Virginia,LancasterCounty,VirginiaLancaster,17,17,133.251,10804,81.08,56.7,9%
Kentucky,PerryCounty,KentuckyPerry,17,17,339.669,26917,79.24,41.2,26%
Michigan,LeelanauCounty,MichiganLeelanau,17,17,347.172,21639,62.33,53.7,6%
Georgia,EvansCounty,GeorgiaEvans,17,17,182.852,10727,58.66,37.7,26%
Kentucky,HarlanCounty,KentuckyHarlan,17,17,465.827,27134,58.25,41.2,35%
Georgia,LongCounty,GeorgiaLong,17,17,400.294,18156,45.36,32.7,20%
Minnesota,WasecaCounty,MinnesotaWaseca,17,17,423.355,18809,44.43,40.2,9%
Kentucky,ClayCounty,KentuckyClay,17,17,469.247,20621,43.94,39.7,36%
Wisconsin,VernonCounty,WisconsinVernon,17,17,791.577,30516,38.55,41.9,16%
WestVirginia,TylerCounty,WestVirginiaTyler,17,17,256.293,8909,34.76,46.7,16%
Iowa,HardinCounty,IowaHardin,17,17,569.307,17127,30.08,44.7,8%
Wisconsin,MarinetteCounty,WisconsinMarinette,17,17,1399.347,40537,28.97,48.3,13%
Wisconsin,ClarkCounty,WisconsinClark,17,17,1209.815,34491,28.51,37.6,12%
Illinois,PulaskiCounty,IllinoisPulaski,17,17,199.183,5611,28.17,44.1,19%
Iowa,IowaCounty,IowaIowa,17,17,586.457,16207,27.64,42.1,8%
Missouri,CaldwellCounty,MissouriCaldwell,17,17,426.394,9049,21.22,42.6,14%
Minnesota,RenvilleCounty,MinnesotaRenville,17,17,982.906,14721,14.98,44.3,10%
Alabama,ChoctawCounty,AlabamaChoctaw,17,17,913.499,13075,14.31,46.1,22%
Arkansas,NevadaCounty,ArkansasNevada,17,17,617.837,8440,13.66,44.8,27%
Washington,PendOreilleCounty,WashingtonPendOreille,17,17,1399.989,13219,9.44,50.6,15%
Texas,BrooksCounty,TexasBrooks,17,17,943.364,7180,7.61,32.7,36%
Kansas,HarperCounty,KansasHarper,17,17,801.269,5673,7.08,42.3,16%
Minnesota,KoochichingCounty,MinnesotaKoochiching,17,17,3104.07,12644,4.07,49.2,16%
Oregon,HarneyCounty,OregonHarney,17,17,10133.171,7228,0.71,46.1,16%
Virginia,Poquosoncity,VirginiaPoquosoncity,16,16,15.317,12039,785.99,43.2,4%
Kentucky,GarrardCounty,KentuckyGarrard,16,16,230.077,17328,75.31,42.7,17%
Tennessee,LakeCounty,TennesseeLake,16,16,165.784,7526,45.4,40.2,17%
Kentucky,WayneCounty,KentuckyWayne,16,16,458.17,20609,44.98,42.6,24%
Colorado,GilpinCounty,ColoradoGilpin,16,16,149.896,5924,39.52,45.7,4%
Kentucky,TriggCounty,KentuckyTrigg,16,16,441.432,14344,32.49,45.8,10%
Iowa,JacksonCounty,IowaJackson,16,16,636.038,19395,30.49,44.7,12%
Alabama,CleburneCounty,AlabamaCleburne,16,16,560.1,14938,26.67,42.5,18%
Missouri,RallsCounty,MissouriRalls,16,16,469.78,10217,21.75,45,12%
Tennessee,VanBurenCounty,TennesseeVanBuren,16,16,273.415,5704,20.86,47.1,19%
Iowa,LucasCounty,IowaLucas,16,16,430.593,8597,19.97,44.6,12%
Utah,SanpeteCounty,UtahSanpete,16,16,1590.151,29366,18.47,31.9,15%
Arkansas,PikeCounty,ArkansasPike,16,16,600.616,10808,17.99,42.8,16%
Michigan,GogebicCounty,MichiganGogebic,16,16,1101.848,15414,13.99,48.8,16%
SouthDakota,MoodyCounty,SouthDakotaMoody,16,16,519.386,6506,12.53,40.4,14%
Texas,YoakumCounty,TexasYoakum,16,16,799.709,8571,10.72,31.2,9%
Michigan,BaragaCounty,MichiganBaraga,16,16,898.259,8507,9.47,45,14%
Texas,MitchellCounty,TexasMitchell,16,16,911.09,8558,9.39,34.1,7%
Texas,GoliadCounty,TexasGoliad,16,16,852.014,7531,8.84,46,17%
Kansas,ScottCounty,KansasScott,16,16,717.544,4949,6.9,39.4,2%
SouthDakota,ButteCounty,SouthDakotaButte,16,16,2249.897,10177,4.52,40.5,12%
Colorado,KitCarsonCounty,ColoradoKitCarson,16,16,2160.821,7635,3.53,38.5,9%
SouthDakota,BennettCounty,SouthDakotaBennett,16,16,1184.709,3437,2.9,29,34%
Virginia,Nortoncity,VirginiaNortoncity,15,15,7.481,3990,533.35,37.3,29%
Kentucky,CarterCounty,KentuckyCarter,15,15,409.492,27290,66.64,41,25%
Nebraska,WashingtonCounty,NebraskaWashington,15,15,389.958,20219,51.85,41.4,8%
Indiana,WhiteCounty,IndianaWhite,15,15,505.126,24217,47.94,41.9,9%
Iowa,SiouxCounty,IowaSioux,15,15,768.333,34825,45.33,33.2,6%
Illinois,LawrenceCounty,IllinoisLawrence,15,15,372.18,16189,43.5,41,14%
Kentucky,UnionCounty,KentuckyUnion,15,15,342.847,14802,43.17,37.6,22%
Iowa,JeffersonCounty,IowaJefferson,15,15,435.511,18077,41.51,43,13%
Virginia,GreensvilleCounty,VirginiaGreensville,15,15,295.227,11659,39.49,39.8,12%
Virginia,AmeliaCounty,VirginiaAmelia,15,15,355.269,12854,36.18,46,13%
Ohio,VintonCounty,OhioVinton,15,15,412.361,13111,31.79,42.2,21%
WestVirginia,MonroeCounty,WestVirginiaMonroe,15,15,472.752,13467,28.49,46.7,16%
Illinois,MercerCounty,IllinoisMercer,15,15,561.202,15693,27.96,44.8,11%
WestVirginia,CalhounCounty,WestVirginiaCalhoun,15,15,279.249,7396,26.49,47.6,19%
Wisconsin,LafayetteCounty,WisconsinLafayette,15,15,633.59,16735,26.41,41.4,11%
WestVirginia,WirtCounty,WestVirginiaWirt,15,15,232.509,5797,24.93,44.7,19%
Virginia,SurryCounty,VirginiaSurry,15,15,278.949,6600,23.66,49.6,13%
Minnesota,PenningtonCounty,MinnesotaPennington,15,15,616.569,14184,23,39.8,10%
Georgia,TaylorCounty,GeorgiaTaylor,15,15,376.685,8193,21.75,44.4,26%
Missouri,DentCounty,MissouriDent,15,15,752.79,15504,20.6,44.4,21%
Colorado,LakeCounty,ColoradoLake,15,15,376.911,7585,20.12,37.8,16%
Missouri,LewisCounty,MissouriLewis,15,15,505.043,10027,19.85,40.3,14%
Mississippi,GreeneCounty,MississippiGreene,15,15,712.757,13714,19.24,39.1,11%
Illinois,PikeCounty,IllinoisPike,15,15,831.382,15754,18.95,42.3,13%
Minnesota,StevensCounty,MinnesotaStevens,15,15,563.603,9784,17.36,33.3,15%
Texas,BlancoCounty,TexasBlanco,15,15,709.251,11279,15.9,49.9,9%
Mississippi,JeffersonCounty,MississippiJefferson,15,15,519.932,7346,14.13,39.3,47%
Texas,GainesCounty,TexasGaines,15,15,1502.374,20321,13.53,27.9,14%
Kansas,GrantCounty,KansasGrant,15,15,574.8,7616,13.25,32.6,9%
Kansas,MarshallCounty,KansasMarshall,15,15,900.183,9798,10.88,44,9%
Kansas,ShermanCounty,KansasSherman,15,15,1056.066,5966,5.65,38.8,19%
Nebraska,CusterCounty,NebraskaCuster,15,15,2575.522,10830,4.2,43.2,11%
Wyoming,PlatteCounty,WyomingPlatte,15,15,2084.208,8673,4.16,47.1,12%
Utah,SanJuanCounty,UtahSanJuan,15,15,7819.99,15281,1.95,31.5,26%
Texas,BrewsterCounty,TexasBrewster,15,15,6183.733,9216,1.49,43.3,12%
Virginia,Covingtoncity,VirginiaCovingtoncity,14,14,5.47,5582,"1,020.48",42.8,15%
WestVirginia,UpshurCounty,WestVirginiaUpshur,14,14,354.638,24605,69.38,42,19%
Minnesota,LeSueurCounty,MinnesotaLeSueur,14,14,448.759,27983,62.36,41.2,9%
Vermont,LamoilleCounty,VermontLamoille,14,14,458.796,25268,55.07,40.9,14%
NorthCarolina,AlleghanyCounty,NorthCarolinaAlleghany,14,14,235.059,10973,46.68,49.5,24%
Ohio,PauldingCounty,OhioPaulding,14,14,416.436,18872,45.32,42,10%
Idaho,JeffersonCounty,IdahoJefferson,14,14,1093.501,27969,25.58,31.2,8%
Georgia,WilkinsonCounty,GeorgiaWilkinson,14,14,447.307,9078,20.29,41.8,25%
Iowa,LyonCounty,IowaLyon,14,14,587.65,11769,20.03,38.1,5%
Minnesota,CottonwoodCounty,MinnesotaCottonwood,14,14,638.61,11372,17.81,42.6,12%
Texas,ZapataCounty,TexasZapata,14,14,998.412,14369,14.39,29.6,39%
Missouri,CarrollCounty,MissouriCarroll,14,14,694.621,8843,12.73,43.1,15%
Arkansas,PrairieCounty,ArkansasPrairie,14,14,647.959,8244,12.72,46.2,15%
Kansas,ClayCounty,KansasClay,14,14,645.3,8142,12.62,43,8%
Missouri,OzarkCounty,MissouriOzark,14,14,744.971,9236,12.4,51.3,26%
Wyoming,UintaCounty,WyomingUinta,14,14,2081.264,20609,9.9,35.5,12%
Texas,ClayCounty,TexasClay,14,14,1088.722,10387,9.54,46.2,13%
SouthDakota,WalworthCounty,SouthDakotaWalworth,14,14,708.63,5510,7.78,43,10%
Kansas,GreenwoodCounty,KansasGreenwood,14,14,1143.299,6156,5.38,48.7,12%
Texas,HemphillCounty,TexasHemphill,14,14,906.287,4061,4.48,35.2,14%
Montana,TetonCounty,MontanaTeton,14,14,2272.376,6080,2.68,44.6,13%
Idaho,LemhiCounty,IdahoLemhi,14,14,4563.387,7798,1.71,52.3,13%
Nebraska,CherryCounty,NebraskaCherry,14,14,5960.422,5790,0.97,43.6,10%
Maine,SagadahocCounty,MaineSagadahoc,13,13,253.692,35277,139.05,46.9,10%
Georgia,LumpkinCounty,GeorgiaLumpkin,13,13,282.932,31951,112.93,37.2,16%
NorthCarolina,PolkCounty,NorthCarolinaPolk,13,13,237.791,20458,86.03,52.4,9%
Kentucky,RussellCounty,KentuckyRussell,13,13,253.658,17760,70.02,43.1,24%
Kentucky,LetcherCounty,KentuckyLetcher,13,13,337.912,22676,67.11,42.2,32%
NewYork,SchuylerCounty,NewYorkSchuyler,13,13,328.334,17992,54.8,46.2,14%
Texas,RainsCounty,TexasRains,13,13,229.452,11473,50,48.3,11%
WestVirginia,LewisCounty,WestVirginiaLewis,13,13,384.895,16276,42.29,42.9,21%
Iowa,CarrollCounty,IowaCarroll,13,13,569.439,20344,35.73,41.7,9%
Kentucky,BreckinridgeCounty,KentuckyBreckinridge,13,13,567.171,20080,35.4,42.9,17%
Illinois,CumberlandCounty,IllinoisCumberland,13,13,346.025,10865,31.4,42.6,14%
Nebraska,SaundersCounty,NebraskaSaunders,13,13,750.234,21024,28.02,40.8,8%
Texas,GillespieCounty,TexasGillespie,13,13,1058.214,26208,24.77,50.3,11%
Wisconsin,LangladeCounty,WisconsinLanglade,13,13,870.64,19164,22.01,48.2,14%
Iowa,ClarkeCounty,IowaClarke,13,13,431.166,9282,21.53,39.5,14%
Iowa,HancockCounty,IowaHancock,13,13,571.005,10888,19.07,44.5,8%
Texas,BosqueCounty,TexasBosque,13,13,982.977,18122,18.44,46.7,14%
Iowa,KeokukCounty,IowaKeokuk,13,13,579.179,10200,17.61,43.9,10%
Missouri,MariesCounty,MissouriMaries,13,13,526.979,8884,16.86,45,16%
Michigan,AlconaCounty,MichiganAlcona,13,13,674.588,10364,15.36,58.2,16%
Arkansas,LafayetteCounty,ArkansasLafayette,13,13,528.269,6915,13.09,46.3,22%
Iowa,MononaCounty,IowaMonona,13,13,694.072,8796,12.67,46.5,15%
Missouri,SullivanCounty,MissouriSullivan,13,13,647.981,6317,9.75,42.6,17%
SouthDakota,RobertsCounty,SouthDakotaRoberts,13,13,1101.043,10285,9.34,38.5,18%
Kansas,KingmanCounty,KansasKingman,13,13,863.362,7470,8.65,45.5,8%
SouthDakota,CharlesMixCounty,SouthDakotaCharlesMix,13,13,1097.486,9344,8.51,35.9,20%
Missouri,ReynoldsCounty,MissouriReynolds,13,13,808.478,6315,7.81,46.1,18%
Nebraska,DawesCounty,NebraskaDawes,13,13,1396.463,8896,6.37,34.9,13%
Kansas,BarberCounty,KansasBarber,13,13,1134.073,4733,4.17,43.8,15%
Kansas,MortonCounty,KansasMorton,13,13,729.731,2838,3.89,43.1,7%
California,SierraCounty,CaliforniaSierra,13,13,953.215,2930,3.07,55.5,8%
Montana,RosebudCounty,MontanaRosebud,13,13,5010.402,9250,1.85,36.4,18%
Virginia,KingWilliamCounty,VirginiaKingWilliam,12,12,273.941,16497,60.22,41.4,10%
Indiana,GreeneCounty,IndianaGreene,12,12,542.496,32295,59.53,42.9,14%
Wisconsin,DoorCounty,WisconsinDoor,12,12,481.977,27439,56.93,52.4,8%
Virginia,NorthamptonCounty,VirginiaNorthampton,12,12,211.613,11957,56.5,48.5,19%
Kentucky,RockcastleCounty,KentuckyRockcastle,12,12,316.545,16827,53.16,42.5,21%
Mississippi,GeorgeCounty,MississippiGeorge,12,12,478.709,23710,49.53,36.3,14%
Virginia,MadisonCounty,VirginiaMadison,12,12,320.683,13139,40.97,44.8,8%
Iowa,WinnebagoCounty,IowaWinnebago,12,12,400.488,10571,26.4,42.6,8%
Nebraska,OtoeCounty,NebraskaOtoe,12,12,615.631,15896,25.82,41.5,11%
Iowa,GrundyCounty,IowaGrundy,12,12,501.858,12341,24.59,42.5,6%
Virginia,SussexCounty,VirginiaSussex,12,12,490.22,11486,23.43,39.8,12%
Missouri,HowardCounty,MissouriHoward,12,12,463.849,10113,21.8,39.3,14%
Michigan,PresqueIsleCounty,MichiganPresqueIsle,12,12,658.722,12797,19.43,54.7,14%
Colorado,ChaffeeCounty,ColoradoChaffee,12,12,1013.404,19164,18.91,49.1,9%
Iowa,IdaCounty,IowaIda,12,12,431.507,6916,16.03,44.5,10%
Texas,CallahanCounty,TexasCallahan,12,12,899.374,13770,15.31,42.9,14%
Missouri,DaviessCounty,MissouriDaviess,12,12,563.239,8302,14.74,40.5,13%
Kansas,NemahaCounty,KansasNemaha,12,12,717.426,10104,14.08,39.9,10%
SouthDakota,TurnerCounty,SouthDakotaTurner,12,12,617.057,8264,13.39,43,10%
Minnesota,YellowMedicineCounty,MinnesotaYellowMedicine,12,12,759.1,9868,13,42.3,13%
Kansas,MarionCounty,KansasMarion,12,12,944.291,12032,12.74,44.7,9%
Minnesota,MahnomenCounty,MinnesotaMahnomen,12,12,557.878,5506,9.87,35.9,20%
Texas,BaileyCounty,TexasBailey,12,12,826.797,7092,8.58,33.5,14%
Texas,ColemanCounty,TexasColeman,12,12,1261.946,8391,6.65,46.5,19%
Texas,FisherCounty,TexasFisher,12,12,898.941,3883,4.32,44.4,16%
Montana,SheridanCounty,MontanaSheridan,12,12,1677.081,3574,2.13,44.9,11%
Wyoming,JohnsonCounty,WyomingJohnson,12,12,4154.153,8515,2.05,45.5,11%
Illinois,MonroeCounty,IllinoisMonroe,11,11,385.01,33936,88.14,42.6,5%
Virginia,ClarkeCounty,VirginiaClarke,11,11,176.178,14365,81.54,46.6,10%
Indiana,WabashCounty,IndianaWabash,11,11,412.433,31631,76.69,42.2,12%
Virginia,RichmondCounty,VirginiaRichmond,11,11,191.492,8878,46.36,45.8,12%
Indiana,ParkeCounty,IndianaParke,11,11,444.662,16996,38.22,41.8,13%
Kentucky,ToddCounty,KentuckyTodd,11,11,374.495,12350,32.98,37.6,18%
Tennessee,PickettCounty,TennesseePickett,11,11,162.979,5088,31.22,49.7,17%
Missouri,DeKalbCounty,MissouriDeKalb,11,11,421.355,12564,29.82,40.2,10%
Minnesota,MorrisonCounty,MinnesotaMorrison,11,11,1125.057,32949,29.29,42.1,11%
Minnesota,WadenaCounty,MinnesotaWadena,11,11,536.268,13646,25.45,41.5,15%
Iowa,ClaytonCounty,IowaClayton,11,11,778.539,17672,22.7,47.1,9%
Minnesota,ChippewaCounty,MinnesotaChippewa,11,11,581.122,12010,20.67,41.6,10%
Georgia,MillerCounty,GeorgiaMiller,11,11,282.421,5836,20.66,43.8,22%
Colorado,PitkinCounty,ColoradoPitkin,11,11,970.696,17909,18.45,42,7%
Nebraska,RedWillowCounty,NebraskaRedWillow,11,11,716.988,10806,15.07,41.1,9%
Arkansas,WoodruffCounty,ArkansasWoodruff,11,11,586.791,6660,11.35,45.6,24%
Texas,ArcherCounty,TexasArcher,11,11,903.11,8789,9.73,44.5,9%
Idaho,BoundaryCounty,IdahoBoundary,11,11,1268.561,11549,9.1,43.5,17%
Kansas,MitchellCounty,KansasMitchell,11,11,701.791,6222,8.87,43.5,16%
Arkansas,CalhounCounty,ArkansasCalhoun,11,11,628.581,5202,8.28,45.5,15%
Colorado,GrandCounty,ColoradoGrand,11,11,1846.33,15066,8.16,43.5,11%
Idaho,FremontCounty,IdahoFremont,11,11,1863.525,12965,6.96,36.8,12%
Texas,MartinCounty,TexasMartin,11,11,914.944,5614,6.14,32.2,11%
Idaho,BearLakeCounty,IdahoBearLake,11,11,974.783,5962,6.12,39.3,17%
Texas,HansfordCounty,TexasHansford,11,11,919.809,5547,6.03,34.3,16%
Idaho,BoiseCounty,IdahoBoise,11,11,1899.237,7163,3.77,53,13%
Texas,DonleyCounty,TexasDonley,11,11,926.885,3387,3.65,41.6,14%
Colorado,SaguacheCounty,ColoradoSaguache,11,11,3168.525,6468,2.04,49.1,18%
Montana,ValleyCounty,MontanaValley,11,11,4925.82,7532,1.53,44.4,9%
Kentucky,CarrollCounty,KentuckyCarroll,10,10,128.568,10711,83.31,38.1,25%
Texas,SomervellCounty,TexasSomervell,10,10,186.463,8743,46.89,40.9,24%
WestVirginia,WetzelCounty,WestVirginiaWetzel,10,10,358.063,15614,43.61,45.9,23%
Kentucky,EdmonsonCounty,KentuckyEdmonson,10,10,302.882,12122,40.02,43.8,19%
Illinois,MenardCounty,IllinoisMenard,10,10,314.437,12367,39.33,42.9,9%
Kentucky,LawrenceCounty,KentuckyLawrence,10,10,415.595,15783,37.98,41.1,26%
Iowa,BuchananCounty,IowaBuchanan,10,10,571.019,21125,37,38.7,9%
Minnesota,HoustonCounty,MinnesotaHouston,10,10,552.06,18663,33.81,45.2,8%
Kentucky,ButlerCounty,KentuckyButler,10,10,426.088,12745,29.91,41,19%
Wisconsin,VilasCounty,WisconsinVilas,10,10,856.606,21593,25.21,54.1,13%
Minnesota,FillmoreCounty,MinnesotaFillmore,10,10,861.3,20888,24.25,42.4,11%
Iowa,CrawfordCounty,IowaCrawford,10,10,714.189,17132,23.99,37.8,16%
Illinois,HancockCounty,IllinoisHancock,10,10,793.724,18112,22.82,46,12%
Virginia,KingandQueenCounty,VirginiaKingandQueen,10,10,315.138,7052,22.38,45.7,17%
Iowa,WrightCounty,IowaWright,10,10,580.423,12804,22.06,43.4,12%
Minnesota,FaribaultCounty,MinnesotaFaribault,10,10,712.476,13896,19.5,46.1,11%
Georgia,WarrenCounty,GeorgiaWarren,10,10,284.299,5346,18.8,45.2,26%
Iowa,DavisCounty,IowaDavis,10,10,502.188,8885,17.69,37,12%
Kansas,LinnCounty,KansasLinn,10,10,594.058,9635,16.22,43.9,16%
Illinois,SchuylerCounty,IllinoisSchuyler,10,10,437.273,7064,16.15,45.8,21%
Arkansas,SearcyCounty,ArkansasSearcy,10,10,666.095,7923,11.89,47.6,21%
Minnesota,LincolnCounty,MinnesotaLincoln,10,10,536.758,5707,10.63,45.8,10%
Texas,WinklerCounty,TexasWinkler,10,10,841.106,7802,9.28,32.5,16%
Kansas,WabaunseeCounty,KansasWabaunsee,10,10,794.301,6888,8.67,43.8,6%
Texas,DimmitCounty,TexasDimmit,10,10,1328.885,10663,8.02,33.7,30%
Washington,SkamaniaCounty,WashingtonSkamania,10,10,1655.676,11620,7.02,46.3,13%
